Sets,Seasons_Encoded,GameRoundFases_Encoded,Encoded_Age_Difference_Interval,Encoded_Ranking_Difference_Interval,Encoded_Height_Difference_Interval,TieBreak,Tournament_Encoded,PlayerName_RecentPerformance_Encoded,Oponent_RecentPerformance_Encoded,H2H_Encoded,TimeDifference_Interval_Encoded,Present_Prize,Prize_Intervals_Encoded,PointDiff,Age_Difference
2,0,2,1,4,4,0,3,0,0,0,1,4661712.0,5,0,3.0
2,0,2,1,3,2,1,3,0,0,0,2,4661712.0,5,0,5.0
3,0,2,1,3,4,0,3,1,1,0,1,4503600.0,5,1,4.0
2,0,2,1,2,4,1,2,1,0,0,1,2919000.0,5,0,4.0
3,0,2,4,1,4,0,2,1,0,0,1,2919000.0,5,1,6.0
3,0,2,1,0,2,1,3,1,1,0,0,4503600.0,5,0,1.0
3,0,2,1,4,1,0,3,1,0,0,2,4568400.0,5,1,0.0
2,0,2,1,3,1,0,3,1,0,0,1,4568400.0,5,0,1.0
2,0,0,1,2,1,0,2,1,0,0,2,2961705.0,5,1,0.0
2,0,2,4,1,1,0,2,1,0,0,1,2961705.0,5,1,7.0
2,0,2,1,4,2,0,2,1,0,0,2,2961705.0,5,0,4.0
2,2,0,1,4,1,0,2,1,1,0,1,101250.0,4,0,4.0
2,2,0,1,3,4,0,4,1,0,0,2,47250.0,2,0,0.0
2,3,0,1,2,1,1,2,1,1,0,1,64000.0,3,0,5.0
2,3,0,1,1,1,0,2,1,0,0,1,64000.0,3,1,3.0
2,3,0,1,3,1,0,4,1,1,0,3,21150.0,1,1,1.0
2,3,0,1,2,1,0,4,1,0,0,1,21150.0,1,1,1.0
2,3,0,1,0,1,0,4,1,0,0,1,21150.0,1,1,0.0
2,3,0,1,0,1,0,4,0,0,0,1,21150.0,1,1,1.0
2,1,0,2,0,1,0,4,0,0,0,1,19200.0,0,0,13.0
2,1,0,2,2,1,0,4,0,0,0,1,19200.0,0,1,13.0
2,1,0,4,4,2,0,4,0,0,0,1,19200.0,0,0,10.0
2,2,0,4,3,1,1,4,0,0,0,1,66000.0,3,0,8.0
2,2,0,4,1,1,0,4,0,0,1,3,66000.0,3,0,6.0
2,3,1,1,1,1,0,4,0,1,0,1,21150.0,1,1,4.0
3,3,0,4,3,1,0,4,0,1,1,0,21150.0,1,1,6.0
2,3,0,1,4,1,0,4,0,0,0,2,21150.0,1,1,2.0
2,3,0,1,1,1,0,4,0,0,0,1,21150.0,1,1,2.0
2,3,0,1,0,1,0,4,0,0,0,1,21150.0,1,0,4.0
2,1,1,2,1,1,0,4,0,0,0,1,19200.0,0,1,11.0
3,1,0,4,2,1,0,4,0,0,0,1,19200.0,0,0,6.0
3,1,1,1,2,4,1,4,0,0,0,1,19200.0,0,0,2.0
2,1,0,1,3,1,0,4,0,0,1,1,19200.0,0,1,5.0
2,1,0,1,4,2,1,4,0,0,0,1,19200.0,0,0,4.0
2,1,0,2,2,4,0,4,0,0,0,1,19200.0,0,0,12.0
2,1,0,4,3,3,0,4,0,0,0,1,19200.0,0,0,6.0
2,1,0,1,3,3,0,4,0,0,0,1,19200.0,0,1,5.0
2,3,0,1,3,2,0,2,0,0,0,1,64000.0,3,1,3.0
2,3,2,1,3,1,0,2,0,0,0,1,64000.0,3,0,5.0
2,3,2,2,0,4,0,2,0,0,0,1,64000.0,3,1,13.0
2,0,2,4,4,1,0,3,0,0,0,1,4661712.0,5,1,7.0
2,0,2,1,0,4,0,3,0,0,0,1,4661712.0,5,0,4.0
2,0,2,1,4,1,0,3,0,0,0,1,4374000.0,5,0,2.0
3,1,2,4,4,2,0,2,0,0,0,2,96000.0,3,0,7.0
3,1,0,4,2,4,0,2,0,0,0,1,96000.0,3,0,7.0
2,1,2,4,2,4,0,2,0,0,0,1,96000.0,3,0,6.0
3,1,0,1,2,1,0,2,0,0,0,0,64000.0,3,1,0.0
2,1,2,1,3,4,0,2,0,0,0,1,64000.0,3,0,1.0
2,1,2,4,0,1,0,2,0,0,0,0,64000.0,3,1,6.0
2,1,2,1,4,1,0,2,0,0,0,1,64000.0,3,1,1.0
2,1,2,4,0,1,0,1,0,0,0,1,63000.0,3,1,6.0
3,1,0,1,2,1,0,4,0,0,0,1,19800.0,0,0,1.0
2,1,0,1,0,1,0,4,0,0,0,1,19800.0,0,1,0.0
2,1,0,1,0,4,0,4,0,0,0,1,19800.0,0,0,1.0
3,1,0,1,3,1,0,4,0,0,0,1,19800.0,0,1,2.0
2,0,0,1,2,4,0,0,0,0,0,0,47250.0,2,1,4.0
3,0,0,1,4,4,0,0,0,0,0,1,47250.0,2,0,3.0
2,0,2,4,0,1,0,4,0,0,0,0,67500.0,3,0,6.0
3,1,0,1,0,1,0,4,0,0,0,1,20250.0,1,0,3.0
2,1,0,1,0,4,0,4,0,0,0,1,20250.0,1,1,2.0
3,3,0,1,2,3,0,4,0,0,0,1,20250.0,1,1,2.0
2,3,1,1,4,1,1,4,0,0,0,2,20250.0,1,0,1.0
2,3,0,1,0,1,0,4,0,0,0,1,20250.0,1,1,1.0
2,3,0,1,0,1,0,4,0,0,0,1,20250.0,1,0,4.0
2,3,0,1,3,4,0,4,0,0,0,2,20250.0,1,0,4.0
2,3,0,1,4,4,0,4,0,0,0,1,20250.0,1,0,3.0
2,1,0,1,3,1,0,4,0,0,0,1,20250.0,1,1,2.0
2,0,2,4,1,1,1,2,0,0,1,1,2835000.0,5,0,7.0
2,0,2,1,4,1,0,3,0,0,0,0,4503600.0,5,0,5.0
2,0,2,2,0,1,0,3,0,0,0,0,4503600.0,5,0,11.0
2,0,0,1,3,1,0,2,0,0,0,0,40250.0,2,0,3.0
2,0,0,2,4,1,0,4,0,0,1,1,64000.0,3,1,15.0
3,0,0,4,3,1,0,4,0,0,0,0,64000.0,3,0,8.0
2,2,0,4,4,2,0,1,0,0,0,1,64000.0,3,1,10.0
2,2,0,2,0,1,0,1,0,0,0,1,64000.0,3,0,14.0
2,2,0,3,0,1,0,1,0,0,0,1,64000.0,3,1,16.0
2,2,0,4,3,1,0,4,0,0,0,1,19500.0,0,1,7.0
3,1,0,1,2,2,0,4,0,0,0,1,19500.0,0,1,1.0
3,1,0,1,2,2,0,4,0,0,0,1,19500.0,0,1,5.0
3,1,0,3,0,1,1,4,0,1,0,0,19500.0,0,0,20.0
2,0,2,4,0,4,1,3,0,0,0,1,4661712.0,5,0,10.0
2,1,0,4,3,4,0,4,0,0,0,1,19800.0,0,1,7.0
2,1,0,1,3,4,0,4,0,0,0,1,19800.0,0,0,2.0
2,1,1,1,0,4,0,4,0,0,0,1,19800.0,0,0,3.0
3,1,1,4,4,2,0,4,0,0,0,1,19800.0,0,0,9.0
2,1,0,1,3,2,1,4,0,0,0,3,19800.0,0,0,2.0
2,1,0,2,0,2,0,4,0,0,0,1,19800.0,0,1,14.0
2,1,0,2,0,2,1,4,0,0,0,0,19800.0,0,0,11.0
2,2,0,1,3,1,1,2,0,0,0,1,101250.0,4,0,1.0
2,2,0,1,3,4,0,4,0,0,0,1,47250.0,2,0,2.0
3,2,0,1,2,4,0,4,0,0,0,3,47250.0,2,0,2.0
2,3,1,1,2,4,1,2,0,0,0,2,70500.0,3,0,4.0
2,3,0,1,3,1,0,2,0,0,0,2,70500.0,3,0,4.0
2,3,0,1,4,4,1,2,0,0,0,0,70500.0,3,0,2.0
2,3,0,1,4,4,0,2,0,0,0,1,70500.0,3,1,1.0
2,0,0,1,1,4,0,2,0,0,0,1,712500.0,4,1,2.0
3,0,0,1,4,1,0,2,0,0,0,3,712500.0,4,1,0.0
3,0,0,1,1,1,1,2,0,0,0,1,736250.0,4,0,3.0
2,1,0,1,3,1,0,4,0,0,0,1,25350.0,2,1,2.0
2,1,0,1,0,1,0,4,0,0,0,1,25350.0,2,1,1.0
2,1,0,1,0,4,0,4,0,0,0,1,25350.0,2,0,1.0
2,1,0,1,3,4,0,4,0,0,0,1,27300.0,2,1,4.0
2,1,0,4,3,1,0,4,0,1,0,1,27300.0,2,1,8.0
3,1,1,1,3,1,0,4,0,0,0,1,27300.0,2,0,2.0
2,1,0,4,2,1,0,4,0,0,0,3,27300.0,2,0,6.0
2,1,0,4,3,1,1,4,0,0,0,1,27300.0,2,0,8.0
2,1,0,4,3,1,0,4,0,0,0,0,27300.0,2,0,6.0
3,1,0,2,0,1,1,4,0,0,0,3,27900.0,2,0,13.0
2,1,0,1,3,3,0,4,0,0,0,1,20250.0,1,1,2.0
2,1,0,4,0,2,0,4,0,0,0,1,20250.0,1,0,6.0
2,1,0,1,2,0,0,4,0,0,0,1,20850.0,1,1,5.0
2,1,0,4,0,4,0,4,0,0,0,1,20850.0,1,1,8.0
3,1,0,1,3,2,1,4,0,1,0,3,20850.0,1,0,3.0
2,1,0,4,0,1,0,4,0,0,0,0,20850.0,1,1,6.0
3,1,0,1,3,1,1,4,0,0,0,0,20850.0,1,0,5.0
2,1,0,1,3,4,0,4,0,0,0,2,20850.0,1,1,0.0
2,1,0,1,0,3,0,4,0,0,0,2,20850.0,1,0,4.0
3,1,0,1,3,2,0,4,0,0,0,2,20850.0,1,0,1.0
2,1,1,1,2,2,0,4,0,0,0,0,20850.0,1,0,5.0
3,1,0,1,1,3,0,4,0,0,0,1,20850.0,1,1,1.0
2,1,0,1,0,2,0,4,0,0,0,0,20850.0,1,0,1.0
2,1,0,1,0,0,0,4,0,0,0,1,20850.0,1,1,0.0
3,0,0,1,3,1,0,0,0,0,0,1,160000.0,4,1,0.0
3,0,0,1,4,3,0,2,0,0,0,1,2835000.0,5,1,5.0
2,0,2,1,1,4,0,2,0,0,0,1,2835000.0,5,0,1.0
2,0,2,1,2,1,0,3,0,0,0,1,4374000.0,5,1,0.0
2,0,2,1,4,2,0,2,0,0,0,2,2835000.0,5,1,3.0
3,0,0,1,0,2,0,4,0,0,0,3,16100.000000000002,0,0,3.0
3,0,0,4,2,4,1,4,0,0,0,0,16100.000000000002,0,0,8.0
2,0,0,1,3,2,0,4,0,0,0,1,16100.000000000002,0,0,2.0
2,0,0,1,0,2,0,4,0,1,0,1,16100.000000000002,0,1,2.0
2,0,0,1,4,3,1,4,0,1,0,1,16100.000000000002,0,0,2.0
2,0,0,1,0,2,0,4,0,0,0,1,16100.000000000002,0,1,3.0
2,0,0,1,3,1,0,4,0,0,0,1,16100.000000000002,0,1,0.0
2,0,0,1,0,3,0,4,0,0,0,3,16100.000000000002,0,0,3.0
2,0,2,4,0,1,0,3,0,0,0,1,4568400.0,5,0,8.0
2,0,2,1,4,1,0,2,0,0,0,1,2961705.0,5,0,3.0
2,0,2,4,0,1,0,2,0,0,0,1,2961705.0,5,0,7.0
3,0,2,1,0,0,0,1,0,0,0,1,1275817.4,5,0,1.0
2,0,2,1,0,1,0,1,0,0,0,0,1275817.4,5,0,4.0
2,1,2,1,0,3,0,0,0,0,0,3,64000.0,3,1,4.0
2,1,2,1,0,3,0,0,0,0,0,0,64000.0,3,1,2.0
2,1,0,1,3,4,0,0,1,0,0,0,64000.0,3,0,1.0
2,1,2,1,0,4,0,2,1,1,0,1,64000.0,3,1,2.0
3,2,2,1,0,1,0,1,1,0,0,2,64000.0,3,0,3.0
2,2,2,4,0,1,0,1,0,0,0,1,64000.0,3,0,9.0
2,2,0,1,3,1,1,1,0,0,0,1,64000.0,3,0,2.0
2,2,0,1,3,4,0,1,0,0,0,1,64000.0,3,0,2.0
2,2,2,1,0,1,0,1,0,0,0,2,64000.0,3,1,3.0
2,2,2,4,0,3,0,1,0,0,0,1,64000.0,3,0,10.0
2,2,2,4,0,3,1,1,0,0,0,0,64000.0,3,0,7.0
3,0,0,1,1,4,1,2,0,0,0,1,693500.0,4,0,0.0
3,0,2,4,3,3,0,2,0,0,0,1,778163.2000000001,4,0,10.0
2,0,2,4,0,2,0,2,0,0,0,1,778163.2000000001,4,1,8.0
2,3,0,1,2,2,1,2,0,0,0,2,64000.0,3,0,3.0
2,3,0,1,2,4,1,2,0,0,0,1,64000.0,3,0,2.0
3,3,0,1,2,4,0,2,0,0,0,1,64000.0,3,0,4.0
2,3,2,1,2,2,1,2,0,0,0,1,64000.0,3,0,2.0
2,3,2,4,0,4,0,2,0,1,0,1,64000.0,3,1,9.0
2,0,0,1,3,4,1,4,0,0,0,1,65000.0,3,0,4.0
2,2,2,1,0,4,0,2,0,0,0,1,104250.0,4,1,4.0
2,2,0,1,3,1,0,1,0,0,0,1,64000.0,3,0,1.0
3,2,0,1,2,1,1,1,0,0,0,1,64000.0,3,0,5.0
3,2,0,1,4,1,0,1,0,0,0,1,64000.0,3,0,1.0
2,0,2,1,0,1,0,3,0,0,0,1,4568400.0,5,0,0.0
2,0,2,1,0,2,0,3,0,0,0,0,4568400.0,5,0,5.0
2,0,2,1,3,4,0,2,0,0,0,2,2961705.0,5,1,1.0
3,2,0,1,1,2,0,3,0,0,0,0,0.0,6,0,1.0
3,0,2,1,0,1,1,2,0,0,0,1,93000.0,3,0,5.0
2,0,2,4,0,4,0,2,0,0,0,1,93000.0,3,0,7.0
2,0,2,2,0,1,0,0,0,0,0,1,93000.0,3,1,11.0
3,1,2,4,4,1,0,0,1,0,0,2,155000.0,4,1,6.0
2,0,2,1,0,1,0,0,1,0,0,3,93000.0,3,1,3.0
3,1,2,4,3,4,0,1,1,0,0,1,63000.0,3,1,6.0
3,1,2,1,1,4,1,1,1,1,0,3,63000.0,3,0,1.0
3,1,2,2,0,2,0,1,0,0,0,1,63000.0,3,1,11.0
2,0,2,4,0,1,0,0,0,0,0,1,160000.0,4,1,10.0
2,2,0,4,0,1,0,4,0,0,0,1,19200.0,0,1,7.0
3,0,0,1,3,4,0,1,0,0,0,0,64000.0,3,1,4.0
3,0,2,1,1,4,0,1,0,0,0,0,64000.0,3,0,4.0
2,0,2,4,4,4,0,1,0,0,0,1,64000.0,3,1,8.0
2,2,0,4,3,4,0,4,0,0,0,2,19200.0,0,0,8.0
3,2,0,2,0,4,0,4,0,0,0,0,19200.0,0,0,12.0
2,2,0,4,3,4,0,4,0,0,0,1,19200.0,0,1,8.0
2,1,2,1,2,1,0,2,0,0,1,1,64000.0,3,0,4.0
2,1,2,4,0,2,0,2,0,0,0,1,64000.0,3,0,8.0
3,1,2,1,4,1,0,2,0,0,0,1,64000.0,3,0,3.0
2,1,0,1,1,1,1,4,0,0,0,1,19200.0,0,0,0.0
3,1,0,4,0,4,0,4,0,0,0,2,19200.0,0,0,6.0
2,1,0,4,0,4,0,4,0,0,0,2,19200.0,0,1,8.0
2,3,2,2,0,1,0,2,0,0,0,1,64000.0,3,0,11.0
2,3,0,1,3,1,1,2,0,0,0,2,64000.0,3,0,3.0
2,3,2,4,0,1,0,2,0,0,0,0,64000.0,3,0,6.0
2,1,0,1,3,1,0,1,0,0,0,2,63000.0,3,0,4.0
2,0,0,1,2,4,0,0,0,0,0,1,47250.0,2,1,0.0
3,1,1,1,3,1,0,4,0,0,0,0,20850.0,1,1,1.0
2,1,0,4,0,2,0,4,0,0,0,0,20850.0,1,0,7.0
3,1,0,1,3,4,0,4,0,0,0,0,20850.0,1,0,1.0
2,1,1,1,3,4,0,4,0,0,0,2,20850.0,1,0,1.0
2,1,0,1,3,1,1,4,0,0,0,0,20850.0,1,0,3.0
2,1,1,2,3,4,0,4,0,0,0,1,20850.0,1,0,15.0
2,1,0,1,3,1,0,4,0,0,0,1,20850.0,1,1,5.0
2,1,0,1,0,1,0,4,0,0,0,1,20850.0,1,1,2.0
2,1,0,1,0,1,0,4,0,0,0,0,20850.0,1,1,2.0
3,0,0,1,3,1,0,4,0,0,0,1,21900.0,1,1,3.0
2,0,0,1,3,1,0,4,0,0,0,1,21900.0,1,0,2.0
2,0,0,1,3,4,0,4,0,0,0,1,21900.0,1,0,2.0
3,1,0,1,4,1,0,4,0,0,0,1,15000.0,0,1,4.0
3,1,0,1,1,4,0,4,0,0,0,1,15000.0,0,1,0.0
2,3,0,4,3,1,0,4,0,0,0,0,15000.0,0,1,8.0
2,3,0,2,3,1,0,4,0,0,0,0,15000.0,0,0,12.0
2,1,0,1,2,4,1,4,0,0,0,1,15000.0,0,0,2.0
2,2,0,4,0,0,0,1,0,0,0,2,64000.0,3,0,8.0
2,2,0,1,0,1,1,1,0,0,0,1,64000.0,3,0,2.0
2,2,0,4,2,4,0,1,0,0,0,1,64000.0,3,1,8.0
2,1,0,1,4,1,1,0,0,0,0,0,162500.0,4,0,4.0
2,1,0,4,0,3,0,0,0,0,0,0,65000.0,3,0,7.0
2,2,0,1,0,3,0,0,0,0,0,0,66000.0,3,0,2.0
2,2,0,1,3,4,0,4,0,0,0,1,66000.0,3,1,4.0
3,2,0,1,3,4,1,0,0,0,0,1,66000.0,3,0,4.0
2,2,0,1,4,4,0,4,0,0,0,1,66000.0,3,0,5.0
3,2,0,1,4,4,0,2,0,0,0,1,99000.0,3,0,2.0
3,2,1,1,4,2,1,4,0,0,0,2,66000.0,3,0,2.0
2,2,0,1,4,0,1,4,0,0,0,3,47250.0,2,0,2.0
2,3,0,1,2,0,0,4,0,0,0,2,21150.0,1,0,0.0
2,2,0,2,0,4,1,4,0,0,0,1,19200.0,0,0,14.0
3,2,0,2,0,1,0,0,0,0,0,1,160000.0,4,0,11.0
2,2,0,1,3,1,0,1,0,1,0,1,64000.0,3,1,5.0
3,2,0,4,1,1,0,1,0,0,0,1,64000.0,3,0,9.0
2,1,2,2,0,4,0,2,0,0,0,1,64000.0,3,1,11.0
2,1,0,2,0,4,0,4,0,0,0,2,19200.0,0,1,14.0
3,1,2,2,0,1,0,2,0,0,1,1,64000.0,3,1,13.0
2,1,0,2,0,1,1,4,0,0,0,1,19200.0,0,0,12.0
2,1,0,2,0,1,0,4,0,0,0,1,19200.0,0,0,14.0
2,1,0,4,3,1,0,4,0,0,0,1,19200.0,0,0,7.0
2,2,0,1,0,1,0,4,0,0,0,3,19500.0,0,0,5.0
2,2,0,4,2,4,1,2,0,0,0,1,97500.0,3,0,10.0
2,2,0,1,3,4,0,2,0,0,0,0,97500.0,3,0,5.0
2,2,0,1,0,4,0,2,0,0,0,3,97500.0,3,0,3.0
2,1,0,4,3,4,0,4,0,0,0,2,19500.0,0,0,7.0
2,1,0,4,4,1,0,4,0,0,0,0,19500.0,0,1,9.0
3,0,2,4,4,1,0,4,0,1,0,0,66000.0,3,0,7.0
3,2,2,2,0,1,0,2,0,0,0,2,99000.0,3,1,11.0
3,2,0,2,0,1,1,0,0,0,0,1,66000.0,3,0,11.0
3,3,0,4,0,1,0,4,0,0,0,1,19800.0,0,1,8.0
2,3,0,4,3,1,0,4,0,0,0,3,19800.0,0,0,10.0
3,3,0,1,2,1,1,4,0,0,0,2,19800.0,0,0,2.0
2,2,2,4,0,1,0,2,0,0,0,1,99000.0,3,0,9.0
3,2,0,2,0,1,0,4,0,0,0,1,66000.0,3,0,11.0
2,0,2,4,2,1,0,4,0,0,0,1,67500.0,3,0,7.0
3,0,2,4,0,1,0,4,0,0,0,1,67500.0,3,0,6.0
3,1,0,4,2,4,1,4,0,0,1,1,20250.0,1,0,8.0
2,1,2,4,0,1,1,4,0,0,0,1,47250.0,2,0,8.0
2,1,2,4,0,1,0,4,0,0,0,1,47250.0,2,0,9.0
2,1,0,4,0,1,0,4,0,0,0,1,20250.0,1,1,10.0
2,3,0,4,2,1,0,4,0,0,0,1,21150.0,1,0,7.0
3,3,0,4,0,1,0,4,0,0,0,1,21150.0,1,1,10.0
2,1,0,1,1,1,0,4,0,0,0,0,14600.0,0,0,5.0
2,1,0,1,2,1,0,4,0,0,0,1,14600.0,0,0,1.0
2,1,0,1,3,1,0,4,0,0,0,1,25650.0,2,1,3.0
3,2,0,1,4,4,0,4,0,0,0,3,25350.0,2,0,1.0
2,2,0,1,2,1,0,4,0,0,0,2,25350.0,2,0,2.0
3,1,0,1,4,1,0,4,0,0,0,2,19500.0,0,0,2.0
2,1,0,1,0,4,0,4,0,0,0,0,19500.0,0,0,1.0
3,0,2,1,4,1,1,4,0,0,0,1,67500.0,3,0,3.0
3,1,0,1,0,1,0,4,0,1,0,3,20850.0,1,0,1.0
3,2,2,2,0,4,1,0,0,0,0,0,160000.0,4,0,13.0
2,2,2,1,0,1,0,1,0,0,0,2,64000.0,3,1,2.0
2,2,0,0,3,1,1,1,0,0,0,0,64000.0,3,0,24.0
2,2,2,4,0,1,0,1,0,0,0,1,64000.0,3,0,8.0
2,1,0,4,3,1,0,4,0,0,0,0,19500.0,0,1,8.0
2,1,0,4,2,1,0,4,0,0,0,1,19500.0,0,0,9.0
2,1,2,4,3,4,0,0,0,0,0,0,162500.0,4,0,10.0
2,1,2,2,0,1,1,0,0,0,0,0,65000.0,3,0,12.0
3,1,0,4,0,2,0,4,0,0,0,1,19500.0,0,1,10.0
2,1,0,4,3,1,0,4,0,0,0,1,19500.0,0,1,9.0
3,1,0,2,3,1,0,4,0,0,0,1,19500.0,0,0,15.0
2,1,2,1,2,1,0,2,0,0,0,2,64000.0,3,0,5.0
2,1,2,1,0,1,0,2,0,0,0,1,96000.0,3,1,5.0
2,1,2,4,0,1,0,2,0,0,0,1,64000.0,3,1,7.0
2,1,2,1,3,1,0,2,0,0,0,1,96000.0,3,1,2.0
2,3,0,1,3,1,1,2,0,0,0,0,70500.0,3,0,4.0
2,3,2,1,0,4,0,2,0,0,0,1,70500.0,3,0,0.0
2,3,2,4,3,1,0,2,0,0,0,1,70500.0,3,0,6.0
2,3,0,4,3,4,0,4,0,0,0,1,21150.0,1,0,6.0
2,0,2,1,0,2,0,2,0,0,0,1,3009825.0,5,1,3.0
3,1,1,4,2,1,0,0,0,0,0,0,162500.0,4,1,6.0
3,1,1,1,4,1,0,0,0,0,0,2,162500.0,4,0,2.0
3,1,0,1,4,1,1,0,1,1,0,1,162500.0,4,0,5.0
2,1,0,1,2,4,0,0,1,0,0,0,162500.0,4,1,5.0
3,1,0,4,1,4,1,0,1,0,0,1,162500.0,4,0,8.0
2,0,2,4,0,4,0,3,1,0,1,1,4661712.0,5,1,9.0
2,0,2,4,0,4,0,2,0,0,0,3,2910600.0,5,1,9.0
2,0,2,1,1,1,1,3,0,0,0,1,4661712.0,5,0,0.0
2,0,2,1,1,1,0,2,0,1,0,1,2910600.0,5,0,3.0
2,0,0,1,1,4,0,3,0,0,0,1,4374000.0,5,1,3.0
2,0,1,1,3,4,0,2,0,0,0,1,40250.0,2,1,3.0
2,0,0,1,4,4,1,2,0,0,0,1,40250.0,2,0,2.0
2,0,0,4,0,4,0,2,0,0,0,2,40250.0,2,0,7.0
3,0,0,1,4,1,0,2,0,0,0,1,40250.0,2,0,5.0
2,1,0,1,4,1,0,4,0,0,0,1,26400.0,2,0,2.0
2,0,0,1,2,3,0,4,0,0,0,1,21900.0,1,0,1.0
2,0,0,1,2,3,0,4,0,0,0,1,21900.0,1,0,0.0
2,0,0,1,0,1,0,4,0,0,0,1,21900.0,1,1,0.0
2,0,0,1,0,4,0,4,0,0,0,3,21900.0,1,1,1.0
2,1,2,4,0,1,1,0,0,1,0,0,186000.0,4,0,6.0
2,2,0,1,1,4,1,3,0,0,0,1,0.0,6,0,3.0
3,2,0,1,1,3,0,3,0,0,0,1,0.0,6,0,3.0
2,3,2,1,3,1,0,2,0,0,0,1,64000.0,3,1,1.0
2,3,2,4,0,1,0,2,0,0,0,2,64000.0,3,1,10.0
3,1,0,1,1,1,0,4,0,0,0,2,19200.0,0,1,5.0
3,1,0,4,3,1,0,4,0,0,0,3,19200.0,0,0,6.0
2,1,0,4,3,1,0,4,0,1,0,1,19200.0,0,0,6.0
3,0,0,1,3,1,0,4,1,1,0,1,21900.0,1,1,1.0
2,0,0,1,0,1,0,4,1,0,0,1,21900.0,1,1,0.0
3,0,0,1,3,1,0,4,0,0,0,1,21900.0,1,0,5.0
3,1,0,4,4,4,0,0,0,0,0,0,162500.0,4,0,7.0
2,1,0,1,2,4,1,0,0,0,0,1,162500.0,4,0,3.0
3,1,1,4,1,1,1,0,0,0,0,1,162500.0,4,0,10.0
2,1,0,4,4,1,1,0,0,0,0,0,162500.0,4,0,8.0
2,0,0,4,3,1,0,4,0,0,0,0,67500.0,3,1,6.0
2,0,0,4,3,1,0,2,0,0,0,1,693500.0,4,0,6.0
2,2,2,4,3,4,0,4,0,0,0,2,66000.0,3,0,10.0
2,2,2,4,0,1,0,4,1,1,0,1,66000.0,3,0,6.0
2,3,0,2,1,1,1,4,1,1,0,2,19800.0,0,0,11.0
2,1,2,2,2,0,0,0,1,0,0,1,186000.0,4,0,11.0
2,1,2,1,3,0,0,0,1,0,0,1,186000.0,4,0,5.0
3,1,2,1,3,0,1,4,1,0,0,1,47250.0,2,0,3.0
3,1,2,4,0,0,1,4,1,0,0,1,47250.0,2,0,7.0
2,1,2,4,0,0,0,2,0,0,0,1,47250.0,2,0,6.0
3,3,0,1,3,3,0,2,0,0,0,1,70500.0,3,0,0.0
2,3,0,1,3,3,0,2,0,0,1,1,70500.0,3,0,1.0
3,3,2,1,2,0,0,2,0,0,0,1,70500.0,3,0,2.0
2,3,2,1,1,0,1,2,0,0,0,2,70500.0,3,0,5.0
2,3,2,1,2,0,1,2,0,0,0,1,70500.0,3,0,2.0
3,1,0,1,0,2,0,4,0,0,0,2,19200.0,0,0,4.0
2,1,2,1,0,2,0,0,0,0,0,0,64000.0,3,0,3.0
2,2,2,1,0,2,1,1,0,0,0,1,64000.0,3,0,3.0
2,2,2,1,0,2,0,1,0,0,0,1,64000.0,3,0,0.0
3,2,2,1,0,4,1,1,0,1,0,1,64000.0,3,0,0.0
2,2,0,1,0,3,0,4,0,0,0,1,19200.0,0,0,1.0
2,1,0,1,3,1,0,4,0,0,0,1,19200.0,0,0,3.0
3,2,0,1,0,4,0,4,0,0,0,0,19500.0,0,0,0.0
3,0,2,4,0,1,0,0,0,0,0,1,47250.0,2,0,8.0
2,2,2,1,0,1,0,2,0,0,0,1,97500.0,3,0,2.0
2,0,2,1,0,1,0,0,0,0,0,3,160000.0,4,0,1.0
2,2,0,1,0,1,0,4,0,0,0,3,19200.0,0,0,1.0
2,0,2,1,0,1,1,0,0,0,0,3,162500.0,4,0,3.0
3,2,0,4,3,1,0,4,0,0,0,0,19500.0,0,1,6.0
3,2,0,1,3,1,0,4,0,0,0,0,19500.0,0,0,0.0
2,0,0,1,0,4,0,4,0,0,0,0,20250.0,1,1,4.0
3,2,0,1,0,1,1,4,0,0,0,0,20250.0,1,0,1.0
2,2,0,1,3,4,0,4,0,0,0,3,20250.0,1,0,5.0
2,2,0,4,0,1,0,4,0,0,0,3,19200.0,0,1,8.0
2,1,2,1,0,1,0,0,0,0,0,1,65000.0,3,0,4.0
2,1,2,1,3,4,0,0,0,0,0,2,165000.0,4,1,0.0
2,1,0,4,4,4,0,4,0,0,0,1,19800.0,0,0,8.0
2,1,0,1,0,4,0,4,0,0,0,0,19800.0,0,0,1.0
2,2,2,1,0,4,0,4,0,0,0,0,66000.0,3,1,4.0
3,0,0,2,3,4,0,4,0,0,0,1,20850.0,1,0,15.0
2,0,0,1,0,2,0,4,0,0,0,0,20850.0,1,1,4.0
2,1,2,1,3,3,1,0,0,0,0,0,65000.0,3,0,0.0
2,1,2,4,0,0,1,0,0,0,0,1,65000.0,3,0,7.0
2,1,0,4,0,4,0,0,0,0,0,1,65000.0,3,0,6.0
3,3,0,1,3,3,1,2,0,0,0,0,70500.0,3,0,4.0
3,3,0,1,2,3,0,2,0,0,0,2,70500.0,3,1,0.0
3,3,0,1,2,0,1,2,0,0,0,1,70500.0,3,0,2.0
3,0,0,1,0,4,0,4,0,0,0,1,20850.0,1,1,3.0
3,0,0,4,3,4,1,4,0,0,0,1,20850.0,1,0,9.0
2,2,0,2,3,4,0,4,0,0,0,1,21900.0,1,0,12.0
3,2,0,2,3,4,0,4,0,0,0,1,25350.0,2,0,14.0
